股票代碼,股票名稱,產業別,市場別
036846,上証2X元富46購01,,上市
036847,健策元富3C購02,,上市
036848,勤誠元富3C購02,,上市
036849,上証2X國票42購01,,上市
03684P,日月光群益43售03,,上市
036850,香港2X國票41購03,,上市
036851,勤美國票41購02,,上市
036852,中砂國票41購01,,上市
036853,鴻準國票3C購02,,上市
036854,鴻準國票41購01,,上市
036855,鴻準國票41購02,,上市
036856,鴻準國票42購02,,上市
036857,瑞昱國票3C購01,,上市
036858,瑞昱國票41購01,,上市
036859,瑞軒國票41購01,,上市
03685P,時碩群益42售02,,上市
036860,奇鋐國票41購01,,上市
036861,信邦國票41購01,,上市
036862,健策國票4C購01,,上市
036863,大銀國票41購01,,上市
036864,四維航國票41購01,,上市
036865,啟碁國票41購01,,上市
036866,勤誠國票43購01,,上市
036867,波力國票3C購01,,上市
036868,波力國票41購01,,上市
036869,中興電國泰42購02,,上市
03686P,豐藝群益42售02,,上市
036870,中砂國泰42購01,,上市
036871,台達電國泰42購01,,上市
036872,鴻海國泰42購03,,上市
036873,燿華國泰42購01,,上市
036874,台光電國泰42購01,,上市
036875,雄獅國泰42購01,,上市
036876,奇鋐國泰42購02,,上市
036877,智原國泰42購01,,上市
036878,緯創國泰42購01,,上市
036879,玉晶光國泰42購01,,上市
03687P,聯茂群益43售01,,上市
036880,健策國泰42購01,,上市
036881,立積國泰42購01,,上市
036882,樺漢國泰42購01,,上市
036883,愛普國泰42購01,,上市
036884,台灣50元大3C購11,,上市
036885,台灣50元大3C購12,,上市
036886,上証2X元大3C購04,,上市
036887,A50正2元大43購01,,上市
036888,臺指反元大45購01,,上市
036889,SP黃豆元大41購01,,上市
03688P,勤誠群益42售01,,上市
036890,南亞元大3C購01,,上市
036891,鴻海元大3C購30,,上市
036892,鴻海元大3C購31,,上市
036893,鴻海元大45購05,,上市
036894,國巨元大43購05,,上市
036895,國巨元大44購04,,上市
036896,國巨元大46購02,,上市
036897,台積電元大3C購33,,上市
036898,台積電元大41購20,,上市
036899,台積電元大43購06,,上市
03689P,T50正2凱基44售03,,上市
036900,宏碁元大44購02,,上市
036901,宏碁元大45購02,,上市
036902,宏碁元大46購02,,上市
036903,鴻準元大3C購06,,上市
036904,鴻準元大3C購07,,上市
036905,鴻準元大43購03,,上市
036906,英業達元大43購01,,上市
036907,華碩元大41購01,,上市
036908,燿華元大3C購01,,上市
036909,燿華元大3C購02,,上市
03690P,群臺2X凱基42售02,,上市
036910,燿華元大41購02,,上市
036911,燿華元大43購01,,上市
036912,燿華元大46購01,,上市
036913,技嘉元大3C購07,,上市
036914,技嘉元大3C購08,,上市
036915,技嘉元大43購01,,上市
036916,凌陽元大3C購02,,上市
036917,凌陽元大3C購03,,上市
036918,凌陽元大3C購04,,上市
036919,鉅祥元大46購01,,上市
03691P,創意凱基42售04,,上市
036920,冠德元大41購02,,上市
036921,長榮元大3C購14,,上市
036922,長榮元大3C購15,,上市
036923,長榮元大43購06,,上市
036924,台驊控元大3C購02,,上市
036925,新光金元大45購01,,上市
036926,奇鋐元大3C購07,,上市
036927,奇鋐元大3C購08,,上市
036928,奇鋐元大43購04,,上市
036929,景碩元大3C購01,,上市
03692P,創意凱基43售07,,上市
036930,聯鈞元大43購01,,上市
036931,神達元大3C購01,,上市
036932,豐藝元大41購01,,上市
036933,矽力元大3C購02,,上市
036934,訊芯元大3C購03,,上市
036935,訊芯元大41購01,,上市
036936,力智元大41購01,,上市
036937,台虹元大3C購01,,上市
036938,南電元大3C購01,,上市
036939,南電元大3C購02,,上市
03693P,臺股指凱基42售13,,上市
036940,南電元大46購01,,上市
036941,寶成元大41購01,,上市
036942,世紀鋼元大3C購09,,上市
036943,世紀鋼元大3C購10,,上市
036944,世紀鋼元大43購04,,上市
036945,廣宇群益3C購02,,上市
036946,智邦群益42購02,,上市
036947,燿華群益3C購04,,上市
036948,欣興群益3C購01,,上市
036949,欣興群益3C購02,,上市
03694P,欣興中信43售03,,上市
036950,緯創群益3C購13,,上市
036951,玉晶光群益44購01,,上市
036952,力成群益3C購03,,上市
036953,南電群益42購02,,上市
036954,中砂富邦43購01,,上市
036955,定穎控富邦43購01,,上市
036956,瑞昱中信3C購01,,上市
036957,凌陽中信3C購01,,上市
036958,瑞軒中信3C購01,,上市
036959,新光金中信43購01,,上市
03695P,聯發科永豐44售02,,上市
036960,聯陽中信3C購01,,上市
036961,元債2X永豐44購01,,上市
036962,和大永豐41購01,,上市
036963,中砂永豐41購01,,上市
036964,川湖永豐42購01,,上市
036965,聯電永豐3C購04,,上市
036966,鴻海永豐3C購12,,上市
036967,仁寶永豐43購01,,上市
036968,台積電永豐3C購12,,上市
036969,台積電永豐41購03,,上市
03696P,FBNQ2X元富42售01,,上市
036970,台積電永豐46購01,,上市
036971,燿華永豐42購01,,上市
036972,大同永豐41購02,,上市
036973,南亞科永豐3C購01,,上市
036974,皇昌永豐41購01,,上市
036975,晶豪科永豐41購01,,上市
036976,威健永豐41購01,,上市
036977,正文永豐43購01,,上市
036978,華擎兆豐43購01,,上市
036979,穎崴兆豐43購01,,上市
03697P,創意元富42售04,,上市
036980,廣宇第一3C購01,,上市
036981,瀚宇博第一3C購01,,上市
036982,波力第一3C購01,,上市
036983,台灣50凱基3C購10,,上市
036984,T50正2凱基43購01,,上市
036985,上証2X凱基3C購02,,上市
036986,臺指反凱基45購01,,上市
036987,FB越南凱基41購01,,上市
036988,和大凱基3C購01,,上市
036989,鴻海凱基3C購18,,上市
03698P,辛耘元富42售03,,上市
036990,鴻海凱基3C購19,,上市
036991,廣宇凱基3C購02,,上市
036992,台積電凱基41購15,,上市
036993,台積電凱基43購15,,上市
036994,精英凱基3C購02,,上市
036995,鴻準凱基41購01,,上市
036996,技嘉凱基41購07,,上市
036997,微星凱基3C購04,,上市
036998,友達凱基3C購04,,上市
036999,冠德凱基3C購05,,上市
03699P,昇陽半元富42售02,,上市
037000,皇昌凱基3C購01,,上市
037001,長榮凱基3C購13,,上市
037002,新興凱基44購01,,上市
037003,晶豪科凱基41購01,,上市
037004,威健凱基41購01,,上市
037005,智原凱基3C購02,,上市
037006,緯創凱基41購07,,上市
037007,玉晶光凱基46購01,,上市
037008,正文凱基3C購01,,上市
037009,瀚宇博凱基41購01,,上市
03700P,臺股指元富44售02,,上市
037010,力成凱基3C購01,,上市
037011,啟碁凱基43購01,,上市
037012,穎崴凱基44購01,,上市
037013,愛普凱基3C購04,,上市
037014,南電凱基3C購06,,上市
037015,至上凱基3C購05,,上市
037016,勤誠凱基41購01,,上市
037017,寶成凱基41購01,,上市
037018,台灣50元富3C購02,,上市
037019,FBNQ2X元富43購01,,上市
03701P,臺股指元富44售03,,上市
037020,中砂元富3C購01,,上市
037021,鴻海元富3C購10,,上市
037022,鴻準元富3C購03,,上市
037023,南亞科元富3C購02,,上市
037024,瑞軒元富3C購03,,上市
037025,宏達電元富3C購03,,上市
037026,宏達電元富3C購04,,上市
037027,緯創元富3C購02,,上市
037028,立積元富3C購01,,上市
037029,凌華元富3C購01,,上市
03702P,臺股指元富44售04,,上市
037030,廣宇國泰42購01,,上市
037031,智邦國泰42購01,,上市
037032,群光國泰42購01,,上市
037033,瑞軒國泰42購01,,上市
037034,聯鈞國泰42購02,,上市
037035,貿聯國泰42購01,,上市
037036,永崴控國泰42購01,,上市
037037,台郡國泰42購01,,上市
037038,同欣電國泰42購01,,上市
037039,勤誠國泰42購01,,上市
03703P,十銓國票42售06,,上市
037040,世紀鋼國泰42購02,,上市
037041,道瓊銅國票42購01,,上市
037042,川湖國票48購01,,上市
037043,光寶科國票48購01,,上市
037044,宏碁國票41購01,,上市
037045,燿華國票3C購02,,上市
037046,燿華國票41購04,,上市
037047,燿華國票42購02,,上市
037048,仲琦國票3C購01,,上市
037049,強茂國票3C購01,,上市
03704P,台灣50凱基45售01,,上市
037050,新光金國票43購01,,上市
037051,新光金國票44購01,,上市
037052,晶豪科國票3C購01,,上市
037053,晶豪科國票3C購02,,上市
037054,晶豪科國票43購01,,上市
037055,玉晶光國票3C購02,,上市
037056,貿聯國票41購01,,上市
037057,勤誠國票3C購03,,上市
037058,滬深2X元大3C購08,,上市
037059,滬深2X元大43購02,,上市
03705P,美費半凱基43售04,,上市
037060,群高息元大44購02,,上市
037061,信錦元大3C購01,,上市
037062,裕隆元大43購01,,上市
037063,金寶元大41購01,,上市
037064,鴻海元大3C購32,,上市
037065,鴻海元大3C購33,,上市
037066,鴻海元大45購06,,上市
037067,台積電元大3C購34,,上市
037068,台積電元大41購21,,上市
037069,台積電元大43購07,,上市
03706P,辛耘凱基42售02,,上市
037070,光罩元大3C購01,,上市
037071,佳世達元大3C購01,,上市
037072,鴻準元大3C購08,,上市
037073,鴻準元大3C購09,,上市
037074,鴻準元大43購04,,上市
037075,華碩元大41購02,,上市
037076,華碩元大43購02,,上市
037077,華碩元大45購03,,上市
037078,燿華元大3C購04,,上市
037079,燿華元大3C購05,,上市
03707P,日月光凱基43售01,,上市
037080,燿華元大3C購06,,上市
037081,燿華元大41購03,,上市
037082,燿華元大46購02,,上市
037083,微星元大3C購03,,上市
037084,微星元大41購01,,上市
037085,微星元大44購01,,上市
037086,偉詮電元大3C購01,,上市
037087,鉅祥元大3C購02,,上市
037088,瑞軒元大3C購04,,上市
037089,瑞軒元大41購01,,上市
03708P,聯茂凱基43售02,,上市
037090,瑞軒元大46購01,,上市
037091,長榮元大3C購16,,上市
037092,長榮元大3C購17,,上市
037093,長榮元大43購07,,上市
037094,裕民元大3C購09,,上市
037095,長榮航元大43購05,,上市
037096,玉山金元大3C購01,,上市
037097,奇鋐元大3C購09,,上市
037098,奇鋐元大43購05,,上市
037099,昇貿元大3C購02,,上市
03709P,大立光富邦46售04,,上市
037100,京鼎元大3C購02,,上市
037101,貿聯元大41購01,,上市
037102,立積元大45購02,,上市
037103,矽格元大41購01,,上市
037104,矽力元大3C購03,,上市
037105,穎崴元大3C購03,,上市
037106,穎崴元大45購02,,上市
037107,穎崴元大46購01,,上市
037108,視陽元大41購01,,上市
037109,采鈺元大41購01,,上市
03710P,創意富邦43售02,,上市
037110,昇陽半元大41購01,,上市
037111,慧洋台新3C購01,,上市
037112,訊芯台新3C購01,,上市
037113,世紀鋼康和3C購01,,上市
037114,T50正2群益3C購01,,上市
037115,和大群益42購01,,上市
037116,中砂群益42購02,,上市
037117,鴻海群益3C購20,,上市
037118,鴻海群益3C購21,,上市
037119,鴻海群益41購11,,上市
03711P,全新元大42售01,,上市
037120,台積電群益3C購09,,上市
037121,台積電群益3C購10,,上市
037122,台積電群益44購06,,上市
037123,台積電群益45購04,,上市
037124,華邦電群益3C購02,,上市
037125,燿華群益3C購05,,上市
037126,燿華群益42購01,,上市
037127,長榮群益3C購02,,上市
037128,長榮群益3C購03,,上市
037129,新光金群益3C購01,,上市
03712P,中石化群益42售01,,上市
037130,奇鋐群益3C購09,,上市
037131,智原群益3C購03,,上市
037132,玉晶光群益3C購05,,上市
037133,創意群益42購05,,上市
037134,健策群益46購01,,上市
037135,貿聯群益3C購01,,上市
037136,樺漢群益3C購01,,上市
037137,保瑞群益3C購07,,上市
037138,愛普群益3C購04,,上市
037139,南電群益44購02,,上市
03713P,聚陽群益42售01,,上市
037140,台光電富邦41購02,,上市
037141,凌陽富邦3C購01,,上市
037142,瑞軒富邦41購01,,上市
037143,奇鋐富邦43購02,,上市
037144,緯創富邦41購01,,上市
037145,緯創富邦41購02,,上市
037146,瀚宇博富邦3C購01,,上市
037147,宏碁兆豐41購01,,上市
037148,聯發科兆豐41購01,,上市
037149,大立光兆豐3C購01,,上市
03714P,堤維西群益42售01,,上市
037150,威健兆豐46購01,,上市
037151,文曄兆豐43購01,,上市
037152,致伸兆豐44購01,,上市
037153,視陽中信41購01,,上市
037154,T50反1永豐46購01,,上市
037155,美費半永豐42購01,,上市
037156,美費半永豐43購01,,上市
037157,東元永豐3C購02,,上市
037158,台積電永豐43購05,,上市
037159,宏碁永豐41購01,,上市
03715P,中華群益42售01,,上市
037160,燿華永豐41購02,,上市
037161,宏達電永豐42購01,,上市
037162,華航永豐42購02,,上市
037163,長榮航永豐42購03,,上市
037164,新光金永豐46購01,,上市
037165,緯創永豐42購04,,上市
037166,材料永豐45購01,,上市
037167,愛普永豐42購01,,上市
037168,第一銅國泰42購01,,上市
037169,裕隆國泰42購02,,上市
03716P,英業達群益43售02,,上市
037170,台積電國泰42購03,,上市
037171,英業達國泰42購01,,上市
037172,微星國泰42購02,,上市
037173,威盛國泰42購02,,上市
037174,聯發科國泰42購04,,上市
037175,新興國泰42購01,,上市
037176,新光金國泰42購02,,上市
037177,大立光國泰42購02,,上市
037178,奇鋐國泰42購03,,上市
037179,欣興國泰42購01,,上市
03717P,微星群益43售01,,上市
037180,緯創國泰42購02,,上市
037181,道瓊銀元富41購01,,上市
037182,台塑元富3C購01,,上市
037183,中砂元富3C購02,,上市
037184,聯電元富3C購03,,上市
037185,聯電元富41購02,,上市
037186,聯電元富41購03,,上市
037187,鴻海元富3C購11,,上市
037188,鴻海元富46購01,,上市
037189,台積電元富42購10,,上市
03718P,鉅祥群益43售02,,上市
037190,台積電元富43購02,,上市
037191,台積電元富46購01,,上市
037192,鴻準元富43購02,,上市
037193,台積電元富42購01,,上市
037194,金像電元富3C購02,,上市
037195,玉晶光元富41購01,,上市
037196,貿聯元富3C購02,,上市
037197,日月光元富46購01,,上市
037198,緯穎元富46購01,,上市
037199,牧德康和3C購01,,上市
03719P,京城群益42售01,,上市
037200,視陽康和3C購01,,上市
037201,中砂台新3C購01,,上市
037202,美時台新3C購01,,上市
037203,燿華台新3C購01,,上市
037204,瑞軒台新3C購01,,上市
037205,聯鈞台新3C購01,,上市
037206,新光金第一42購01,,上市
037207,晶豪科第一3C購01,,上市
037208,智原第一3C購02,,上市
037209,上証2X凱基43購04,,上市
03720P,愛山林群益42售01,,上市
037210,滬深2X凱基43購05,,上市
037211,中砂凱基3C購03,,上市
037212,美時凱基41購04,,上市
037213,金寶凱基3C購01,,上市
037214,鴻海凱基3C購20,,上市
037215,鴻海凱基3C購21,,上市
037216,國巨凱基41購02,,上市
037217,台積電凱基3C購22,,上市
037218,台積電凱基41購16,,上市
037219,智邦凱基3C購02,,上市
03721P,裕民群益42售01,,上市
037220,海悅凱基3C購02,,上市
037221,宏碁凱基3C購03,,上市
037222,鴻準凱基43購01,,上市
037223,金像電凱基3C購03,,上市
037224,友達凱基3C購05,,上市
037225,冠德凱基41購03,,上市
037226,長榮凱基43購07,,上市
037227,裕民凱基3C購04,,上市
037228,新光金凱基44購01,,上市
037229,智原凱基3C購03,,上市
03722P,華航群益43售01,,上市
037230,建漢凱基3C購03,,上市
037231,景碩凱基3C購01,,上市
037232,貿聯凱基3C購02,,上市
037233,材料凱基3C購07,,上市
037234,致伸凱基43購01,,上市
037235,臻鼎凱基3C購03,,上市
037236,立積凱基44購03,,上市
037237,訊芯凱基43購02,,上市
037238,保瑞凱基41購03,,上市
037239,愛普凱基3C購05,,上市
03723P,台驊控群益43售02,,上市
037240,緯穎凱基3C購07,,上市
037241,視陽凱基3C購01,,上市
037242,富邦媒凱基44購01,,上市
037243,香港2X元大43購01,,上市
037244,香港2X元大43購03,,上市
037245,鴻海元大3C購34,,上市
037246,鴻海元大3C購35,,上市
037247,鴻海元大3C購36,,上市
037248,國巨元大3C購10,,上市
037249,國巨元大3C購11,,上市
03724P,神基群益42售05,,上市
037250,國巨元大43購06,,上市
037251,台積電元大3C購35,,上市
037252,台積電元大41購22,,上市
037253,台積電元大43購08,,上市
037254,鴻準元大41購01,,上市
037255,鴻準元大43購05,,上市
037256,華碩元大41購03,,上市
037257,立隆電元大41購01,,上市
037258,鉅祥元大41購02,,上市
037259,瑞軒元大41購02,,上市
03725P,蔚華科群益42售02,,上市
037260,華新科元大3C購01,,上市
037261,華新科元大3C購02,,上市
037262,華新科元大46購01,,上市
037263,冠德元大3C購07,,上市
037264,冠德元大41購03,,上市
037265,冠德元大46購01,,上市
037266,長榮元大3C購18,,上市
037267,長榮元大41購07,,上市
037268,長榮元大43購08,,上市
037269,裕民元大3C購10,,上市
03726P,緯創群益43售03,,上市
037270,裕民元大46購01,,上市
037271,華航元大43購02,,上市
037272,長榮航元大43購06,,上市
037273,新光金元大3C購01,,上市
037274,新光金元大44購01,,上市
037275,國票金元大3C購01,,上市
037276,晶豪科元大43購01,,上市
037277,晶豪科元大45購02,,上市
037278,晶豪科元大46購01,,上市
037279,奇鋐元大3C購10,,上市
03727P,華擎群益42售04,,上市
037280,奇鋐元大3C購11,,上市
037281,奇鋐元大43購06,,上市
037282,威強電元大3C購01,,上市
037283,智原元大3C購03,,上市
037284,智原元大43購01,,上市
037285,智原元大46購01,,上市
037286,敦泰元大3C購01,,上市
037287,敦泰元大41購01,,上市
037288,貿聯元大3C購04,,上市
037289,貿聯元大41購02,,上市
03728P,TPK群益42售01,,上市
037290,貿聯元大46購01,,上市
037291,台耀元大41購01,,上市
037292,四維航元大43購01,,上市
037293,同欣電元大3C購01,,上市
037294,同欣電元大3C購02,,上市
037295,同欣電元大41購01,,上市
037296,穎崴元大3C購04,,上市
037297,穎崴元大45購03,,上市
037298,穎崴元大46購02,,上市
037299,采鈺元大41購02,,上市
03729P,材料群益42售03,,上市
037300,昇陽半元大3C購01,,上市
037301,勤誠元大46購01,,上市
037302,T50正2國票3C購04,,上市
037303,S&P反1國票41購01,,上市
037304,和大國票41購01,,上市
037305,信錦國票46購01,,上市
037306,台積電國票3C購03,,上市
037307,台積電國票41購02,,上市
037308,台積電國票43購01,,上市
037309,精英國票41購02,,上市
03730P,和碩群益43售03,,上市
037310,華邦電國票41購01,,上市
037311,佳世達國票41購01,,上市
037312,宏達電國票41購01,,上市
037313,宏達電國票42購01,,上市
037314,宏達電國票42購02,,上市
037315,華航國票3C購03,,上市
037316,華航國票41購02,,上市
037317,華航國票42購02,,上市
037318,新光金國票3C購02,,上市
037319,新光金國票42購01,,上市
03731P,佳必琪群益42售01,,上市
037320,新光金國票44購02,,上市
037321,晶豪科國票41購01,,上市
037322,玉晶光國票41購01,,上市
037323,敦泰國票41購01,,上市
037324,材料國票41購01,,上市
037325,正文國票41購01,,上市
037326,康舒國票41購01,,上市
037327,中砂統一46購01,,上市
037328,第一銅統一47購01,,上市
037329,川湖統一49購02,,上市
03732P,啟碁群益42售01,,上市
037330,聯電統一48購01,,上市
037331,鴻海統一4A購02,,上市
037332,智邦統一49購01,,上市
037333,海悅統一45購03,,上市
037334,鴻準統一47購02,,上市
037335,鴻準統一4C購01,,上市
037336,燿華統一46購02,,上市
037337,聯發科統一46購02,,上市
037338,聯發科統一4C購02,,上市
037339,長榮統一46購03,,上市
03733P,穎崴群益42售04,,上市
037340,長榮統一48購01,,上市
037341,神基統一48購01,,上市
037342,奇鋐統一47購03,,上市
037343,智原統一4C購01,,上市
037344,玉晶光統一45購01,,上市
037345,玉晶光統一46購02,,上市
037346,玉晶光統一49購01,,上市
037347,聯鈞統一4C購01,,上市
037348,凌華統一4C購01,,上市
037349,勤誠統一46購01,,上市
03734P,鼎基群益42售01,,上市
037350,T50正2群益3C購02,,上市
037351,聯電群益41購03,,上市
037352,鴻海群益3C購22,,上市
037353,鴻海群益41購12,,上市
037354,鴻海群益42購11,,上市
037355,台積電群益44購07,,上市
037356,台積電群益44購08,,上市
037357,海悅群益3C購03,,上市
037358,技嘉群益42購10,,上市
037359,友達群益3C購02,,上市
03735P,龍德船群益42售02,,上市
037360,仲琦群益44購01,,上市
037361,宏達電群益3C購01,,上市
037362,新興群益44購01,,上市
037363,晶豪科群益3C購03,,上市
037364,智原群益3C購04,,上市
037365,欣興群益3C購03,,上市
037366,景碩群益3C購02,,上市
037367,緯創群益3C購14,,上市
037368,群創群益3C購04,,上市
037369,正文群益3C購01,,上市
03736P,華東群益42售02,,上市
037370,致伸群益44購01,,上市
037371,康舒群益3C購02,,上市
037372,啟碁群益3C購02,,上市
037373,保瑞群益3C購08,,上市
037374,愛普群益42購01,,上市
037375,南電群益43購02,,上市
037376,至上群益3C購02,,上市
037377,勤誠群益3C購02,,上市
037378,波力群益3C購01,,上市
037379,一詮富邦45購01,,上市
03737P,至上群益43售01,,上市
037380,漢翔富邦41購02,,上市
037381,台表科富邦3C購01,,上市
037382,洋基富邦3C購01,,上市
037383,視陽中信41購02,,上市
037384,光寶科國泰42購01,,上市
037385,技嘉國泰42購02,,上市
037386,瑞昱國泰42購01,,上市
037387,毅嘉國泰42購01,,上市
037388,一詮國泰42購01,,上市
037389,慧洋國泰42購01,,上市
03738P,欣巴巴群益42售01,,上市
037390,創意國泰42購01,,上市
037391,群創國泰42購01,,上市
037392,矽力國泰42購01,,上市
037393,第一銅台新3C購01,,上市
037394,一詮台新3C購01,,上市
037395,FBNQ2X永豐3C購01,,上市
037396,川湖永豐44購01,,上市
037397,精英永豐43購01,,上市
037398,一詮永豐41購02,,上市
037399,新光金永豐42購01,,上市
03739P,臺股指群益42售16,,上市
037400,晶豪科永豐42購01,,上市
037401,欣興永豐3C購03,,上市
037402,創意永豐44購01,,上市
037403,聯鈞永豐42購01,,上市
037404,立積永豐3C購03,,上市
037405,祥碩永豐42購01,,上市
037406,祥碩永豐43購01,,上市
037407,研揚永豐42購01,,上市
037408,勤誠永豐43購02,,上市
037409,奇鋐國票41購02,,上市
03740P,臺股指群益42售17,,上市
037410,創意國票42購01,,上市
037411,牧德國票41購03,,上市
037412,和碩國票48購01,,上市
037413,T50正2凱基3C購05,,上市
037414,香港2X凱基44購02,,上市
037415,中砂凱基41購01,,上市
037416,鴻海凱基3C購22,,上市
037417,鴻海凱基3C購23,,上市
037418,台積電凱基41購17,,上市
037419,台積電凱基43購16,,上市
03741P,臺股指群益42售18,,上市
037420,精英凱基43購01,,上市
037421,鴻準凱基3C購04,,上市
037422,一詮凱基41購02,,上市
037423,宏達電凱基3C購02,,上市
037424,新興凱基41購02,,上市
037425,華航凱基46購01,,上市
037426,富邦金凱基3C購01,,上市
037427,新光金凱基46購01,,上市
037428,智原凱基46購01,,上市
037429,欣興凱基3C購05,,上市
03742P,臺股指群益42售19,,上市
037430,緯創凱基3C購13,,上市
037431,創意凱基41購05,,上市
037432,和碩凱基41購01,,上市
037433,祥碩凱基3C購01,,上市
037434,祥碩凱基3C購02,,上市
037435,祥碩凱基41購01,,上市
037436,祥碩凱基43購01,,上市
037437,祥碩凱基46購01,,上市
037438,隆大凱基3C購03,,上市
037439,凌華凱基41購01,,上市
03743P,電子類群益42售02,,上市
037440,訊芯凱基3C購04,,上市
037441,穎崴凱基46購01,,上市
037442,研揚凱基3C購01,,上市
037443,勤誠凱基3C購03,,上市
037444,勤美統一49購01,,上市
037445,和大統一45購01,,上市
037446,中砂統一49購01,,上市
037447,第一銅統一4A購01,,上市
037448,台達電統一45購05,,上市
037449,金寶統一45購01,,上市
03744P,嘉澤中信42售01,,上市
037450,鴻海統一56購01,,上市
037451,國巨統一48購01,,上市
037452,台積電統一56購01,,上市
037453,華碩統一48購01,,上市
037454,致茂統一46購01,,上市
037455,技嘉統一44購02,,上市
037456,台光電統一49購02,,上市
037457,聯發科統一56購01,,上市
037458,鉅祥統一45購01,,上市
037459,一詮統一46購01,,上市
03745P,臺股指中信43售03,,上市
037460,一詮統一48購02,,上市
037461,一詮統一48購03,,上市
037462,一詮統一49購02,,上市
037463,一詮統一4A購01,,上市
037464,一詮統一4A購02,,上市
037465,皇昌統一45購01,,上市
037466,長榮統一56購01,,上市
037467,創意統一46購02,,上市
037468,華擎統一46購02,,上市
037469,立積統一4A購01,,上市
03746P,T50正2元富42售03,,上市
037470,達興統一46購03,,上市
037471,凌華統一4A購01,,上市
037472,聯茂統一46購02,,上市
037473,勤誠統一4A購01,,上市
037474,潤泰新統一46購01,,上市
037475,台灣50元富43購01,,上市
037476,中砂元富3C購03,,上市
037477,鴻海元富42購03,,上市
037478,台積電元富45購05,,上市
037479,一詮元富3C購01,,上市
03747P,祥碩元富42售04,,上市
037480,玉山金元富3C購01,,上市
037481,欣興元富41購01,,上市
037482,創意元富42購01,,上市
037483,南寶元富3C購01,,上市
037484,和碩元富43購01,,上市
037485,祥碩元富3C購01,,上市
037486,祥碩元富41購01,,上市
037487,祥碩元富41購02,,上市
037488,祥碩元富41購03,,上市
037489,聯茂元富3C購01,,上市
03748P,台積電統一47售10,,上市
037490,世紀鋼元富46購01,,上市
037491,上証2X元大3C購05,,上市
037492,上証2X元大3C購06,,上市
037493,滬深2X元大3C購09,,上市
037494,滬深2X元大43購03,,上市
037495,香港2X元大43購04,,上市
037496,香港2X元大43購05,,上市
037497,勤美元大3C購04,,上市
037498,中砂元大3C購01,,上市
037499,中砂元大3C購02,,上市
03749P,聯發科統一42售04,,上市
037500,中砂元大43購01,,上市
037501,信錦元大3C購02,,上市
037502,信錦元大41購01,,上市
037503,鴻海元大3C購37,,上市
037504,鴻海元大3C購38,,上市
037505,鴻海元大3C購39,,上市
037506,宏碁元大3C購14,,上市
037507,宏碁元大43購04,,上市
037508,宏碁元大46購03,,上市
037509,鴻準元大41購02,,上市
03750P,台積電台新42售04,,上市
037510,鴻準元大43購06,,上市
037511,鴻準元大46購01,,上市
037512,英業達元大3C購05,,上市
037513,英業達元大43購02,,上市
037514,燿華元大3C購07,,上市
037515,毅嘉元大3C購01,,上市
037516,鉅祥元大3C購03,,上市
037517,一詮元大3C購02,,上市
037518,長榮元大3C購19,,上市
037519,長榮元大41購08,,上市
03751P,英業達凱基42售03,,上市
037520,長榮元大43購09,,上市
037521,裕民元大3C購11,,上市
037522,華航元大43購03,,上市
037523,長榮航元大43購07,,上市
037524,富邦金元大41購01,,上市
037525,國泰金元大3C購03,,上市
037526,奇鋐元大3C購12,,上市
037527,奇鋐元大3C購13,,上市
037528,奇鋐元大43購07,,上市
037529,昇貿元大41購01,,上市
03752P,愛山林凱基42售01,,上市
037530,創意元大3C購05,,上市
037531,創意元大41購04,,上市
037532,創意元大43購01,,上市
037533,貿聯元大41購03,,上市
037534,致伸元大3C購01,,上市
037535,致伸元大41購01,,上市
037536,致伸元大46購01,,上市
037537,祥碩元大3C購01,,上市
037538,祥碩元大3C購02,,上市
037539,祥碩元大3C購03,,上市
03753P,華航凱基42售01,,上市
037540,祥碩元大3C購04,,上市
037541,祥碩元大41購01,,上市
037542,祥碩元大46購01,,上市
037543,研揚元大3C購02,,上市
037544,研揚元大3C購03,,上市
037545,研揚元大41購01,,上市
037546,寶成元大3C購02,,上市
037547,滬深2X群益3C購04,,上市
037548,中砂群益42購03,,上市
037549,美時群益3C購01,,上市
03754P,緯創凱基42售05,,上市
037550,鴻海群益3C購23,,上市
037551,鴻海群益3C購24,,上市
037552,仁寶群益3C購02,,上市
037553,國巨群益3C購02,,上市
037554,台積電群益44購09,,上市
037555,台積電群益44購10,,上市
037556,精英群益44購01,,上市
037557,海悅群益3C購04,,上市
037558,宏碁群益3C購04,,上市
037559,鴻準群益3C購04,,上市
03755P,新日興凱基42售03,,上市
037560,金像電群益3C購03,,上市
037561,台光電群益3C購05,,上市
037562,友達群益3C購03,,上市
037563,偉詮電群益41購01,,上市
037564,偉詮電群益44購01,,上市
037565,一詮群益44購01,,上市
037566,新光金群益3C購02,,上市
037567,新光金群益3C購03,,上市
037568,智原群益42購01,,上市
037569,創意群益44購02,,上市
03756P,啟碁凱基42售01,,上市
037570,群創群益41購03,,上市
037571,和碩群益43購02,,上市
037572,祥碩群益44購01,,上市
037573,祥碩群益46購01,,上市
037574,訊芯群益3C購03,,上市
037575,保瑞群益42購01,,上市
037576,穎崴群益42購01,,上市
037577,愛普群益42購02,,上市
037578,研揚群益46購01,,上市
037579,勤誠群益3C購03,,上市
03757P,穎崴凱基42售01,,上市
037580,明基材群益3C購01,,上市
037581,T50反1永豐46購02,,上市
